,Comp Score,Date,Negative Score,Neutral Score,Positive Score,Source,Text
72,0.4995,Sat Mar 24 09:31:30 +0000 2018,0.0,0.867,0.133,BBC,"RT @sportrelief: A humongous THANK YOU to everyone who has taken part, fund-raised &amp; watched over the past weeks &amp; tonight. The #SportRelie…"
73,0.128,Sat Mar 24 09:31:26 +0000 2018,0.065,0.85,0.085,BBC,RT @sportrelief: The nation has joined together for this year's #SportRelief pulling out all the stops to make their steps count. Well done…
74,0.0,Sat Mar 24 09:30:13 +0000 2018,0.0,1.0,0.0,BBC,🥑A Cultural history of the avocado: https://t.co/jo1UyWlVw7 https://t.co/7VF6pBpG57
75,0.0,Sat Mar 24 08:33:02 +0000 2018,0.0,1.0,0.0,BBC,"Meet Alexandre, one of the only male performers of ‘baladi’ – also known as belly dancing – in the Middle East. 🎶

 https://t.co/K12N1Y6PU7"
76,0.0,Fri Mar 23 19:07:00 +0000 2018,0.0,1.0,0.0,BBC,"RT @BBCOne: .@GaryLineker, @OreOduba, @ThisisDavina &amp; more kick off the biggest ever night of #SportRelief now on @bbcone. @sportrelief 
Fo…"
77,-0.296,Fri Mar 23 18:03:04 +0000 2018,0.136,0.864,0.0,BBC,From @taylorswift13 to @Beyonce: these are the secretive musicians who avoid interviews. 🎤🤐 https://t.co/nqOmaVMzoo https://t.co/sbDga7L5cp
78,0.0,Fri Mar 23 17:33:03 +0000 2018,0.0,1.0,0.0,BBC,"Tonight, @GaryLineker, @ThisisDavina and @OreOduba kick off the biggest ever night of @sportrelief! ️⚽️✨🚴🎉… https://t.co/tgbpC76heP"
79,0.0,Fri Mar 23 17:02:01 +0000 2018,0.0,1.0,0.0,BBC,"Your week, as told by @louistheroux. 📆😂
https://t.co/Ae6bDBpIBW"
80,0.0,Fri Mar 23 16:27:45 +0000 2018,0.0,1.0,0.0,BBC,"RT @BBCWales: A #DanceForParkinsons session with @ndcwales for @GetCreativeUK in #Cardiff this week 

Find out what’s happening on the fina…"
81,0.7783,Fri Mar 23 16:00:12 +0000 2018,0.0,0.714,0.286,BBC,"Meet Australian maths teacher Eddie Woo, who has won fans worldwide with his high-energy lessons, posted on YouTube… https://t.co/vTfNDZzA3b"
82,-0.4479,Fri Mar 23 14:33:40 +0000 2018,0.172,0.828,0.0,BBC,"RT @BBCOne: No @andy_murray, this is not a dream. @GeriHalliwell really IS in your bedroom making you sing Spice Girls songs 🎤

@sportrelie…"
83,0.5994,Fri Mar 23 14:03:08 +0000 2018,0.0,0.813,0.187,BBC,These beautiful photographs reveal how refugees in Tyneside have turned to the healing powers of gardening. 🌿📸… https://t.co/2gq0t9FnIR
84,-0.4767,Fri Mar 23 14:00:02 +0000 2018,0.129,0.871,0.0,BBC,"How would you react if you woke up and found Michael McIntyre and Peppa Pig in your bedroom? 

Poor @AndyMurray…

S… https://t.co/7ZP0hUYeKr"
85,0.6114,Fri Mar 23 13:33:04 +0000 2018,0.0,0.8,0.2,BBC,Spring is here! 🌱🌸🥦 Make the most of seasonal ingredients with these delicious soup recipes. https://t.co/fXp7eJXoJc https://t.co/hA1b2bdSrd
